#MB
A1S3 - Banquo - Warns MB of the manipulative nature of the supernatural. Foreshadowing. Metaphor.|Oftentimes, to win us to our harm, the instruments of darkness tell us truths
A1S3 - Macbeth - His first line, alludes to the witches' first line, linking him to evil. Alliteration highlights this.|So foul and fair a day I have not seen
A1S3 - Macbeth - In a soliloquy. Metaphor, demonstrates his initial loyalty to Duncan.|Doth unfix my hair
A1S3 - Macbeth - In a soliloquy. Demonstrates his recognition of the Divine Right of Kings.|Against the use of nature
A2S1 - Macbeth - Supernatural / Ambition. A metaphor for his ambition, or a supernatural event leading him down a path of evil.|Is this a dagger I see before me, the handle toward my hand?
A2S1 - Macbeth - In his soliloquy. He is under intense emotional turmoil / stress, from his own ambition and the influence of LM / Witches. Suggests that his mental state is being heavily burdened by his thoughs and emotions. By referring to his brain, MB acknowledges that the dagger he sees is not real.|heat oppressed brain
A2S2 - Macbeth - Sibilance highlights immediate regret, creates a tone of quietness as realisation sinks in.|This is a sorry sight
A2S2 - Macbeth - Metaphor suggests he is becoming overwhelmed with grief|Macbeth does murder sleep
A2S2 - Lady Macbeth - She takes a leading role, rather than allowing MB's mistake.|Infirm of purpose
A2S2 - Lady Macbeth - Metaphor / symbolism of cowardice.|My hands are of your colour, but I shame to wear a heart so white
A2S3 - Macduff - When he finds the body of Duncan. Repetition reveals his love and loyalty to Duncan.|O horror, horror, horror
A2S3 - Macbeth - Irony: he didn't kill them in a fit of loyal rage, but as a way to cover up his own act of regicide. Appearance vs Reality.|yet I do repent me of fury, That I did kill them
A2S3 - Donalbain - Metaphor shows that he correctly realises that someone who appears loyal is truly responsible for the killing.|There's daggers in men's smiles
A3S1 - Banquo - He uses a euphemism for murder to avoid directly saying his grim realisation. Possibly foreshadows his own murder.|I fear thou played'st most foully for it
A3S1 - Macbeth - Paranoia and ambition. He's now obsessed with holding onto his power, no matter the cost.|To be thus is nothing, but to be safely thus
A3S1 - Macbeth - Bitter and resentful tone, he has ruined his mind for Banquo's benefit alone.|For Banquo's issue I have filed my mind
A3S2 - Lady Macbeth - Repition creates sense of security and comfort. Will be contrasted later when she begins to break down.|What's done is done
A3S2 - Macbeth - Metaphor of serpent ironically paints Banquo as a wrongdoer.|We have scorched the snake, not killed it
A3S2 - Macbeth - Metaphor of evil, corrupting, painful scorpions. Seeking comfort from LM because he is going insane.|Oh, full of scorpions is my mind dear wife
A3S2 - Macbeth - Begins to cut LM out, condescending tone.|Be innocent of the knowledge, dearest chuck
A3S4 - Macbeth - Gruesome image, representitive of MB's guilt.|Never shake thy gory locks at me
A3S4 - Lady Macbeth - Rhetorical question highlights how MB can be easily manipulated.|Are you a man?
A3S4 - Macbeth - Repetition reflects the cyclic nature of violence and revenge.|Blood will have blood
A4S1 - Macbeth - Triple of adjectives creates derogatory tone, and each implies something about the witches.|You secret, black and midnight hags
A4S1 - Witches|Beware Macduff
A4S1 - Witches - Deceptive|None of woman born shall harm Macbeth
A4S1 - Macbeth - Imperitive shows his tyranical leadership style. 'wife' and 'babes' links to paranoia because they're innocent family members who pose no real threat.|Give to the edge of the sword, his wife, his babes
A4S3 - Ross - sibilance creates hateful tone, distain for MB.|your wife and babes savagely slaughtered
A5S1 - Lady Macbeth - Symbolism of guilt. Contrast with 'a little water will clear us of this deed'.|Out, damned spot! Out I say!
A5S1 - Lady Macbeth - Blood symbolises guilt and consequences. Ironic because everyone would have thought about the consequences.|Who would have thought the old man to have had so much blood in him
A5S1 - Lady Macbeth - Rhyming creates a childlike, hysterical tone.|The thane of Fife had a wife. Where is she now?
A5S1 - Doctor - Reveals that he knows about the murders.|Unnatural deeds do breed unnatural troubles
A5S2 - Angus - 'sticking' emphasises the irreversable nature of MB's actions|Now does he feel his secret murders sticking to him
A5S3 - Macbeth - Dramatic Irony: when the audience find out about the soldiers carrying branches, they will see how the witches have tricked MB.|Till Birnam Wood remove to Dunsinane, I cannot taint with fear
A5S3 - Macbeth - Violent and hyperbolic metaphor for resilience. He's still willing to clutch onto power, no matter the cost: including his own life.|I'll fight, till from my bones my flesh be hacked
A5S3 - Macbeth - Metaphorically diseased by guilt. Rhetorical question suggests despiration.|Canst thou not minister to a mind diseased
A5S3 - Doctor - Male pronoun reveals the Doctor sees Macbeth as equally ill|the patient must minister to himself
A5S5 - Macbeth - As his short-lived reign comes crashing down around him, Macbeth succombs to a pessimistic attitude. Could be a justification for his actions: if everything is worth nothing, then killing so many people isn't so bad!|It is a tale told by an idiot, full of sound and fury, signifying nothing
A5S5 - Macbeth - He finally begins to release he's been manipulated. Equivocation = using ambiguity to conceal the truth. Simile reveals how strongly he believed them.|I pull in resolution and begin to doubt the equivocation of the fiend that lies like truth
A5S7 - Macbeth - Rhyming couplet emphasises his swagger and overconfidence.|But swords I smile at, weapons laugh to scorn, brandished by a man thats of a woman born
A5S7 - Macduff - Emphasises the hatred felt for Macbeth.|Tyrant, show thy face
A5S8 - Macduff - Almost a fitting fate for Mabeth: someone who has commited such unnatural acts, defeated by a man of unnatural existance.|Macduff was from his mother's womb untimely ripped
A5S8 - Macbeth - A final act of hubris (excessive self-confidence), link to tragic hero as his downfall is cemented. 'last' -> foreshadows that this is his final moment.|Yet I will try the last
#ACC
S1 - Describing Scrooge. Harsh alliteration reflects his harsh attitude. Shows his inhuman detachment from society.|Caustic and cold as ever
S1 - Scrooge - Rhetorical question, reflects the attitudes of the Victorian wealthy that Dickens wants to criticise.|Are there no prisons?
S1 - Scrooge - Harsh, dehumanising. Malthusian theory.|If they would rather die, they had better do it and decrease the surplus population
S2 - Scrooge - beginning to show empathy and regret. Links to redemption: Dickens suggests self-reflection is key for moral growth.|in pity for his former self, 'Poor boy!'
S3 - Scrooge - Dialogue. Shows his growing concern and compassion.|Tell me if Tiny Tim will live
S4 - begging the spirit. Evokes the idea of praying, highlighting his uptake of more moral Christian values.|upon his knees
S5 - Scrooge - juxtaposes his previous attitude.|My fine fellow
S5 - the amount he gives to the boy in the street.|Half a crown
S5 - Scrooge - Family. Dialogue and question shows he is remorseful and recognises that Fred has reason to reject him.|Will you let me in, Fred?
S1 - Simile. Theme of isolation and lack of empathy in Victorian society.|hard and sharp as flint
S1 - Juxtaposition between warm and cold highlights his emotional immovability. Detachment from feelings.|no warmth could warm, nor wintry weather chill him
S1 - comparison highlights Scrooge's greed and neglect of others. Dickens critiques worker exploitation.|the clerk's fire was so very much smaller
S1 - Scrooge - Family. Rhetorical question creates a dismissive tone. He believes wealth is the only reason for happiness. Dickens critiques materialistic values.|What reason have you to be merry? You're poor enough.
S1 - Fred - Rhetorical question and irony. Scrooge implied that wealth would create happiness, but Fred points out that Scrooge's persuit of wealth makes him miserable - Dickens promotes human connection.|What reason have you to be morose? You're rich enough.
S1 - Repetition. Emphasises his lonliness and his isolated existance. Consequences of greed.|his melancholy dinner in his usual melancholy tavern
S1 - Fred describing Christmas - List of positive adjectives highlights the qualities Dickens wants people ot embrace.|kind, forgiving, charitable, pleasant time
S1 - Use of parenthetical detail shows Scrooge's growing sense of unease due to supernatural intervention.|double-locked himself in, which was not his custom
S1 - List of capitalist symbols. This shows how obsession with money imprisons you emotionally. The dehumanising effects of wealth. Steel conveys the rigidness in Scrooge's character.|cash boxes, keys, padlocks, ledgers, deeds, and heavy purses wrought in steel
S1 - Marley's Ghost - Metaphor shows that our choices bind us beyond death. Greed and Selfishness. Christian idea of judgement and importance of living a charitable life to avoid hell.|I wear the chain I forged in life
S2 - could be a metaphor for people making mistakes. Shows Scrooge's fear - contrasts his previous arrogance.|I am a mortal and liable to fall
S2 - Emotive language. Evokes sympathy for his childhood. Links to isolation and family, Dickens suggests that neglect will shape a person's future, reinforcing his message about caring for the vunerable.|a solitary child, neglected by his friends
S2 - Fan - Repetition highlights the warmth Scrooge once felt, but shut out. Shows what Scrooge has lost through isolation.|dear, dear brother
S2 - Hyperbole - exaggerates his joyful energy and presence, showing how deeply admired he is, especially by Scrooge. Dickens shows the impact a kind employer can have - contrasting Scrooge's own practices.|a positive light appeared to issue from Fezziwig's calves
S2 - Scrooge - Simile highlights that simple acts of goodwill carry a huge value, no matter the monetary cost.|The happiness he gives, is quite as great as if it cost a fortune
S2 - Belle - Metaphor for Scrooge's obsession with money. Highlights how fixation on wealth corrupts true happiness, leading to isolation and misery.|another Idol has displaced me
S2 - Belle - Alludes to the Golden Calf from The Bible, a story well known by Victorian readers. Dickens is saying that such extreme pursuit of material wealth is corrupt, and unchristian.|a golden one
S2 - Scrooge - Exclamation reveals Scrooge's emotional pain as he faces his past choices. Ties to regret and the process of redemption - real change begins with recognition of one's failings.|Show me no more!
S2 - Belle's new husband describing Scrooge - emotive, conveys Scrooge's isolation, showing that his choices have left him friendless. Greed and self-interest have severed all human ties.|quite alone in the world
S2 - Symbolism. The light represents conscience, hope and redemption, and despite Scrooge's attempts to suppress it, it can't be hidden.|though Scrooge pressed it down with all his force, he could not hide the light
S3 - A metaphor for Scrooge being able to transform. The room had...|undergone a surprising transformation
S3 - Juxtaposition of sophistication and poverty. Shows that those in poverty are not animalistic, but poeople.|dressed out but poorly, in a twice turned gown
S3 - Mrs Cratchit - List of harsh adjectives powerfully conveys how negatively Scrooge is seen by others. Link to isolation: everyone regards him with contempt, so he is excluded from all social activity. He treats them harshly, perhaps in repsonse.|an odious, stingy, hard, unfeeling man
S3 - Fred - Didactic (designed to teach) tone: suggests that wrongdoing inevitably leads to the suffering of the wrongdoer.|his offences carry their own punishment
S3 - Direct speech and verb emphasise Scrooge's emotional awakening.|'Have they no refuge or resource?' cried Scrooge
S4 - symbol of capitalism, reflecting the moral ugliness of their practices, and the intense greed of the wealthy. Links to isolation: Scrooge surrounded himself with unfeeling, greed-fuelled men rather than true friends.|a great fat man with a monstrous chin
S4 - Scrooge's thoughts - Irony: although Scrooge saw them as important, their cold reaction to Scrooge's death show that they do not see him similarly. Wealth and status does not equal real respect or meaningful relationships.|They were men of business: very wealthy and of great importance
S4 - List presents the harsh reality of the suffering of the poor. Forces Scrooge / the reader to confront the subject. Links to poverty, injustice, and Dickens' call for reform.|the people half-naked, drunken, slipshod, ugly.
S4 - charwoman - links to moral corruption and inequality. Argues that although she is commiting a crime, it's morally above what the rich do.|It's no sin.
S4 - Cratchits - Repetition lets the idea that Tiny Tim has died sink in.|Quiet. Very Quiet.
S4 - Personification shows mercy and comfort in a moment of fear, showing that Scrooge is being guided, not punished|The kind hand
S5 - Scrooge - List of similes contrasts with the similes used in Stave 1 ("Hard and sharp as flint")|I am as light as a feather, I am as happy as an angel, I am as merry as a school boy
S5 - pathetic fallacy|no fog
S5 - Scrooge to Bob - Imperitive tone, symbolism. Physical warmth mirrors his emotional warmth. He now uses his wealth to help others.|make up the fires and buy another coal scuttle
S4 - Scrooge alone, with no family, emphasised by use of a tricolon. Bleak, desolate imagery.|He lay, in the dark empty house, with not a man, a woman, or a child
S5 - Scrooge's intervention directly saves Tiny Tim's life. Importance of family / social responsibility.|to Tiny Tim, who did not die, he was a second father
S2 - Family. Simile suggests that a kind family has a monumental change. Could implicitly say without a family, life is like Hell?|Father is so much kinder than he used to be, that home's like Heaven!
S2 - Scrooge looking on at Belle's family, clearly jealous of what they have. Contrast with his prior dismissal of a Merry Christmas.|now Scrooge looked on more attentively than ever
#POETRY
Remains - colloquial language|one of them legs it up the road
Remains - alliteration|I see every round as it rips through his life
Remains - repetition shows how the vision keeps returning, guilt, blame|his bloody life in my bloody hands
Remains - first line of poem, shows this happened a lot|On another occasion
Remains - doubt contrasts with the definite action of killing him, repeated throughout poem|probably armed, possibly not
Remains - nonchalance, cold, disrespect, sounds like he's a piece of rubbish|tosses his guts back into his body
Kamikaze - could be a glorious history, or a shameful history|enough fuel for a one-way journey into history
Kamikaze - beautiful image of nature, simile, 'bunting' -> celebration/childish -> innocent, positive viewpoint|little fishing boats strung out like bunting on a green-blue translucent sea
Kamikaze - pilot remembers waiting for his grandfather's boat to return, volta (turning point)|safe to the shore
Kamikaze - they = adults, we = children, erased from history|they treated him as though he no longer existed, only we children still chattered and laughed
Kamikaze - metaphorical death in society, regret|he must have wondered which had been the better way to die
Ozymandias - oxymoron/alliterations emphasises insignificance of human power compared to time|that colossal wreck, boundless and bare the lone and level sands stretch far away
Ozymandias - irony: really they should despair because of their temporary nature, arrogance|Look on my works, ye Mighty, and despair!
Ozymandias - emphasises how unimportant Ozy is now|I met a traveller from an antique land
Ozymandias - is the hand Ozy's, or the sculptors? He 'fed' the people the truth about Ozy?|The hand that mock'd them and the heart that fed
Ozymandias - 'wrinkled' -> power was already fading, 'sneer' -> arrogant/uncaring ruler, alliteration -> hard sound -> emotionless|And wrinkled lip, and sneer of cold command
Exposure - nature personified as the enemy, ellipses -> waiting for something to happen|the merciless iced east winds that knive us...
Exposure - repeated at the end of most stanzas, represents the lack of progression in the war|But nothing happens
Exposure - could mean their love of God, or God's love of them|For the love of God seems dying
Exposure - vivid image of the wounded soldiers on wire through metaphor of brambles -> link to nature|the wire, like twitching agonies of men among its brambles
Exposure - presents the idea that war isn't patriotic or heroic|we cringe in holes, back on forgotten dreams
Exposure - metaphor of returning home|On us the doors are closed
The Prelude - 'her' -> personifies nature, shows the power it has over humans|One summer evening, (led by her)
The Prelude - personifies boat -> the character wants to seem like a hero (arrogance) -> Epic Poetry usually talks about heroes|I unloosed her chain
The Prelude - makes nature seem magical and unthreatening|She was an elfin pinnace
The Prelude - Volta, juxtaposes previous images, repetition|a huge peak, black and huge
The Prelude - violent language used to describe rowing, keeps getting worse, sounds like a nightmare|I struck and struck again, And growing still in stature the grim shape
The Prelude - 'stole' -> feels out of place now, 'covert' -> wants to be safe and hidden|stole my way back to the covert of the willow tree
The Prelude - narrator no longer thinks of nature in terms of pretty images|no pleasant images of trees, of sea or sky
The Prelude - unsettling, huge contrast to tone and mood at start|trouble to my dreams
#AIC
A1 - Stage Direction - for Eric's character. Shows he is lacking confidence.|Half shy, half assertive.
A1 - Sheila - Suggests that Sheila holds more social/moral awareness than the older characters. Short sentence + exclamation shows the strength of her belief.|But these girls aren't cheap labour. They're people!
A1 - Sheila - She focusses on Gerald's desires rather than her own (reliance on male validation), symbol of being owned|Is it the one you wanted me to have?
A1 - Sheila - Shows her immaturity, and her vanity|Look Mummy - isn't it a beauty?
A1 - Sheila - Cliffhanger ending to A1. Exclamation shows she is growing hysterical towards Gerald. She is the first to realise that Goole is shrewd (good judgement). Shows maturity and intelligence.|Why - you fool - he knows!
A1 - Sheila - She quickly accepts responsibility - juxtaposing the adults' reactions.|So I'm really responsible?
A1 - Sheila - to Eric, colloquial language -> not speaking like the upper class should. Potentially foreshadowing their low class actions, or highlighting the difference between them and their parents.|You're squiffy.
A1 - Mr Birling - Throughout the play, he denies all responsibility. Thinks that Eva's misfortune was her own fault. Upper-class attitude of ignoring the consequences of their actions on the lower classes.|I can't accept any responsibility.
A1 - Mr Birling - Dramatic Irony. Titanic = symbol of capitalism. Extending this, the iceberg is a symbol of socialism, foreshadowing the defeat of capitalism by the Inspector. Power of socialism / Arrogance of capitalism. Said by Mr Birling -> Patriarchy, he believes men are the most powerful.|unsinkable, absolutely unsinkable
A1 - Mr Birling - Dramatic Irony: the audience knows that WW1 will start in 1914|I say there isn't a chance of war.
A1 - Mr Birling - His general attitude to business, despite the social downsides|for lower costs and higher prices.
A1 - Mr Birling - He repeats this several times in his speech, establishing Birling as a symbol of capitalism. It also reveals that Birling sees these traits as admirable.|a hard-headed practical man of business.
A1 - Mr Birling - Reveals his selfishness and arrogance, and meritocratic views. Gendered language + imperitive -> patriarchy, not a man otherwise. Family added almost as an afterthought in the triple.|a man has to make his own way, look after himself, and his family.
A1 - Mr Birling - Priestley wants the audience to see this as the wrong attitude to have: we should look after these people, not punish them.|If you don't come down sharply on some of these people, they'd soon be asking for the Earth.
A1 - Mrs Birling - Demonstrates her high class knowledge. However, she has little power due to the patricarchal societal structure.|I don't think you ought to talk business on an occassion like this.
A1 - Mrs Birling - Highlights the gender divide in pre-war Britain. Women had much less power, and the expectation was that women would submit to this way of life -> shown by use of imperitive. The "Men with important work to do..." line.|You'll have to get used to that, just as I had.
A1 - Eric - Pronouns "we" and "they" suggest a divide between bosses/workers, but he still questions his father's actions - establishing a difference between Eric and the other men.|Why shouldn't they try for higher wages?
A1 - Inspector - the chain is a metaphor for Priestley's view that we are all chained together. Connotation of imprisonment -> We can't escape social responsibility|A chain of events
A1 - Stage Direction - This suggests that the characters are seeing through rose-tinted glasses (meaning they only see the perfect facade)|The lighting should be pink and intimate
A1 - Stage Direction - When the Inspector arrives, he sheds light onto the situation. He forces the other characters to see harsh reality.|until the Inspector arrives, then it should be brighter and harder
A2 - Sheila - She tries to get her family to present their true personas - something that the upper classes rarely did. Preistley is saying that people need to care more about their actions than their own inconsequential appearances.|We really must stop these silly pretences.
A2 - Sheila - Metaphor. She realises what the Inspector is doing. However her parents instantly dismiss her.|No, he's giving us rope - so that we'll hang ourselves!
A2 - Sheila - 'I think' -> she can express her own mind. Contrasts with A1 -> 'Is it the one YOU wanted me to have'|Mother I think it was cruel and vile
A2 - Inspector - Link to context: Priestley served in WW1, and saw people being sent to fight. However, upper-class leaders stayed in safety, making him feel angry at the class system.|Public men, Mr Birling, have their responsibilities as well as their privileges
A2 - Inspector - Quoting from Eva's diary. Shows that her time with Gerald was good, not abusive.|She had to go away and be quiet and remember "just to make it last longer"
A2 - Mrs Birling - Shows that she doesn't respect Sheila as an adult.|You seem to have made a great impression on this child.
A2 - Mrs Birling - Highlights the privilege of the upper class. They expect to be left out of criminal investigations, purely due to their class. Priestley highlights this corruption in society.|You know, of course, that my husband was Lord Mayor only two years ago and that he's still a magistrate?
A2 - Mrs Birling - She puts all the blame on the father. However, the audience will soon realise she is blaming her own son.|Go and look for the father of the child.
A2 - Mrs Birling - She describes the father of Eva's child. Dramatic irony: The audience will realise this sounds a lot like Eric...|She said that the father was only a youngster - silly, wild, and drinking too much.
A2 - Mrs Birling - She never accepts any responsibility. She only cares about her own family and their social standing.|She only had herself to blame
A2 - Mrs Birling - to Sheila. This shows a crack in the facade of their supposedly perfect family.|It's you - and not the Inspector here - who's doing it.
A2 - Mrs Birling - Demonstrates that she has preconceptions about the working-class. 'Girl' rather than 'Woman'. Ironic because it's the Birlings who are always after more money.|As if a girl of that sort would ever refuse money!
A2 - Gerald - Could show his ignorance. He saw it as love - but in reality it may have been sexual exploitation, due to the wealth and power imbalance.|I didn't feel about her the way she felt about me.
A3 - Inspector - Direct address could be refering to the other characters, or the audience|Each of you helped to kill her. Remember that. Never forget it.
A3 - Inspector - Generic names -> could be anyone|there are millions and millions and millions of Eva Smiths and John Smiths still left with us
A3 - Inspector - Metaphor for society suggests that hurting others also hurts you. Everyone is equally important for society. Viewpoint juxtaposes the upper classes'.|We are members of one body.
A3 - Sheila - Preistley asks his audience whether the Birlings' actions are any better if nobody died. He suggests that responsibility goes beyond the law or fatal consequences.|Everything we said had happened really had happened.
A3 - Mr Birling - Contrasts with when he denied the salary increases. Ironic: the line is meant to sound generous, but highlights his vanity and selfishness.|Look Inspector, I'd give thousands - yes, thousands
A3 - Inspector - Alludes to the two world wars / hell. Dramatic irony. Triple.|in fire and blood and anguish.
A3 - Mr Birling - To Eric. Ironic because Birling only cares about himself.|But I care. I was almost certain for a knighthood
A3 - Gerald - Shows he hasn't learned anything.|What about this ring?
A3 - Mrs Birling - To Eric. Reveals her double-standard between the working class and the upper class.|but I didn't know it was you
A3 - Mr Birling - He is only concerned for his own legal liability, not for the lives or wellbeing of others.|This makes a difference, y'know. In fact, it makes all the difference.
A3 - Mr Birling - Shows how he is a consistent character - he doesn't change and is still obsessed with his social status.|I've got to cover this up as soon as I can
A3 - Eric - He used his power as an influential man to take control of Eva Smith|I was in that state when one easily turns nasty - and I threatened to make a row.
A3 - Eric - He objectifies her, and 'Good sport' implies that she only tolerated him. He used her to satisfy his own sexual desires.|she was pretty and a good sport.
A3 - Eric - He places all the blame on his mother. He is furious, and wants her to accept responsibility and recognise the affect her actions have had on her own family.|You killed her! [...] my child - your own grandchild - you killed them both
A3 - Mr Birling - He expects to be treated with privilege due to his wealth and power. Offended tone.|Then look at the way he talked to me
A3 - Mrs Birling - To Sheila. Perhaps Priestley is suggesting that women invalidate themselves and other women, due to their adheration to the narrative of male dominance.|Now just be quiet so that your father can decide what we ought to do.
A3 - Sheila - She becomes the voice of conscience, attempting to maintain the Inspector's message even after his departure.|Between us we drove that girl to suicide.
A3 - Eric - He is clearly distressed and understands the seriousness of Eva's death, but can't understand why some of the others don't.|The money's not the important thing. It's what happened to the girl and what we all did to her that matters.
A1 - Stage Direction - Zoomorphism. Verb 'bred' suggests how Gerald has been carefully created as a perfect man -> he is old money -> invokes pity because it takes away his freedom, e.g. he can't love Eva and his parents don't approve of Sheila.|well-bred young man
A2 - Mrs Birling - Links gender and poverty to imply that this combo is the worst in society. Demonstrates Mrs Birling is uncaring towards other women. Implies that the rich can do no wrong, and the poor can do no good.|Girls of that class
A3 - Eric - DA makes it more personal. Emotive language creates feeling of vunerability. Colloquial language sets Eric apart from the upper class.|you're not the kind of father a chap could go to when he's in trouble
